CPV_ID,short_code,level,description
18412000,18-4-1-2,category,Sportswear
18412100,18-4-1-2-100,subcategory,Tracksuits
18412200,18-4-1-2-200,subcategory,Sports shirts
18412300,18-4-1-2-300,subcategory,Ski suits
18412800,18-4-1-2-800,subcategory,Swimwear
18420000,18-4-2,class,Clothing accessories
18421000,18-4-2-1,category,Handkerchiefs
18422000,18-4-2-2,category,Scarves
18423000,18-4-2-3,category,Ties
18424000,18-4-2-4,category,Gloves
18424300,18-4-2-4-300,subcategory,Disposable gloves
18424400,18-4-2-4-400,subcategory,Mittens
18424500,18-4-2-4-500,subcategory,Gauntlets
18425000,18-4-2-5,category,Belts
18425100,18-4-2-5-100,subcategory,Bandoliers
18440000,18-4-4,class,Hats and headgear
18441000,18-4-4-1,category,Hats
18443000,18-4-4-3,category,Headgear and headgear accessories
18443100,18-4-4-3-100,subcategory,Headbands
18443300,18-4-4-3-300,subcategory,Headgear
18443310,18-4-4-3-310,subcategory,Berets
18443320,18-4-4-3-320,subcategory,Field caps
18443330,18-4-4-3-330,subcategory,Hoods
18443340,18-4-4-3-340,subcategory,Caps
18443400,18-4-4-3-400,subcategory,Chin straps for headgear
18443500,18-4-4-3-500,subcategory,Visors
18444000,18-4-4-4,category,Protective headgear
18444100,18-4-4-4-100,subcategory,Safety headgear
18444110,18-4-4-4-110,subcategory,Helmets
18444111,18-4-4-4-111,subcategory,Crash helmets
18444112,18-4-4-4-112,subcategory,Bicycle helmets
18444200,18-4-4-4-200,subcategory,Hard hats
18450000,18-4-5,class,Fasteners (clothing)
18451000,18-4-5-1,category,Buttons
18451100,18-4-5-1-100,subcategory,Parts of buttons
18452000,18-4-5-2,category,Safety pins
18453000,18-4-5-3,category,Zip fasteners
18500000,18-5,group,"Jewellery, watches and related articles"
18510000,18-5-1,class,Jewellery and related articles
18511000,18-5-1-1,category,Precious stone for jewellery
18511100,18-5-1-1-100,subcategory,Diamonds
18511200,18-5-1-1-200,subcategory,Rubies
18511300,18-5-1-1-300,subcategory,Emeralds
18511400,18-5-1-1-400,subcategory,Opal stone
18511500,18-5-1-1-500,subcategory,Quartz stone
18511600,18-5-1-1-600,subcategory,Tourmaline stone
18512000,18-5-1-2,category,Coins and medals
18512100,18-5-1-2-100,subcategory,Coins
18512200,18-5-1-2-200,subcategory,Medals
18513000,18-5-1-3,category,Articles of jewellery
18513100,18-5-1-3-100,subcategory,Pearls
18513200,18-5-1-3-200,subcategory,Goldsmiths' wares
18513300,18-5-1-3-300,subcategory,Articles of precious metal
18513400,18-5-1-3-400,subcategory,Articles of precious or semi-precious stones
18513500,18-5-1-3-500,subcategory,Silversmiths' wares
18520000,18-5-2,class,Personal horology
18521000,18-5-2-1,category,Watches
18521100,18-5-2-1-100,subcategory,Glass for watches
18522000,18-5-2-2,category,Wristwatches
18523000,18-5-2-3,category,Stopwatches
18530000,18-5-3,class,Presents and rewards
18600000,18-6,group,Furs and articles of fur
18610000,18-6-1,class,Fur articles
18611000,18-6-1-1,category,Fur skins
18612000,18-6-1-2,category,Fur clothing
18613000,18-6-1-3,category,Artificial fur articles
18620000,18-6-2,class,Furs
18800000,18-8,group,Footwear
18810000,18-8-1,class,Footwear other than sports and protective footwear
18811000,18-8-1-1,category,Waterproof footwear
18812000,18-8-1-2,category,Footwear with rubber or plastic parts
18812100,18-8-1-2-100,subcategory,Sandals with uppers of rubber or plastics
18812200,18-8-1-2-200,subcategory,Rubber boots
18812300,18-8-1-2-300,subcategory,Town footwear with rubber or plastic uppers
18812400,18-8-1-2-400,subcategory,Flip-flops
18813000,18-8-1-3,category,Footwear with uppers of leather
18813100,18-8-1-3-100,subcategory,Sandals
18813200,18-8-1-3-200,subcategory,Slippers
18813300,18-8-1-3-300,subcategory,Town footwear
18814000,18-8-1-4,category,Footwear with uppers of textile materials
18815000,18-8-1-5,category,Boots
18815100,18-8-1-5-100,subcategory,Ankle boots
18815200,18-8-1-5-200,subcategory,Calf boots
18815300,18-8-1-5-300,subcategory,Knee boots
18815400,18-8-1-5-400,subcategory,Waders
18816000,18-8-1-6,category,Galoshes
18820000,18-8-2,class,Sports footwear
18821000,18-8-2-1,category,Ski footwear
18821100,18-8-2-1-100,subcategory,Cross-country ski footwear
18822000,18-8-2-2,category,Training shoes
18823000,18-8-2-3,category,Climbing boots
18824000,18-8-2-4,category,Football boots
18830000,18-8-3,class,Protective footwear
18831000,18-8-3-1,category,Footwear incorporating a protective metal toecap
18832000,18-8-3-2,category,Special footwear
18832100,18-8-3-2-100,subcategory,Flying footwear
18840000,18-8-4,class,Parts of footwear
18841000,18-8-4-1,category,Footwear uppers
18842000,18-8-4-2,category,Soles
18843000,18-8-4-3,category,Heels
18900000,18-9,group,"Luggage, saddlery, sacks and bags"
18910000,18-9-1,class,Saddlery
18911000,18-9-1-1,category,Saddles
18912000,18-9-1-2,category,Riding crops
18913000,18-9-1-3,category,Whips
18920000,18-9-2,class,Luggage
18921000,18-9-2-1,category,Suitcases
18923000,18-9-2-3,category,Pouches and wallets
18923100,18-9-2-3-100,subcategory,Pouches
18923200,18-9-2-3-200,subcategory,Wallets
18924000,18-9-2-4,category,Trunks
18925000,18-9-2-5,category,Water-bottle holders and holsters
18925100,18-9-2-5-100,subcategory,Water-bottle holders
18925200,18-9-2-5-200,subcategory,Holsters
18929000,18-9-2-9,category,Toilet cases
18930000,18-9-3,class,Sacks and bags
18931000,18-9-3-1,category,Travel bags
18931100,18-9-3-1-100,subcategory,Rucksacks
18932000,18-9-3-2,category,Sports bags
18933000,18-9-3-3,category,Mail or parcel bags
18933100,18-9-3-3-100,subcategory,Post pouches
18934000,18-9-3-4,category,Kitbags
18935000,18-9-3-5,category,Laundry bags
18936000,18-9-3-6,category,Textile bags
18937000,18-9-3-7,category,Goods-packing sacks
18937100,18-9-3-7-100,subcategory,Goods-packing bags
18938000,18-9-3-8,category,Padded bags
18939000,18-9-3-9,category,Handbags
19000000,19,division,"Leather and textile fabrics, plastic and rubber materials"
19100000,19-1,group,Leather
19110000,19-1-1,class,Chamois leather
19120000,19-1-2,class,Leather of bovine or equine animals
19130000,19-1-3,class,"Leather of sheep, goats or pigs"
19131000,19-1-3-1,category,Sheep- or lamb-skin leather
19132000,19-1-3-2,category,Goat- or kid-skin leather
19133000,19-1-3-3,category,Pig leather
19140000,19-1-4,class,"Leather of other animals, composite leather and other leather"
19141000,19-1-4-1,category,Leather of other animals
19142000,19-1-4-2,category,Composite leather
19143000,19-1-4-3,category,Imitation leather
19144000,19-1-4-4,category,Patent leather
19160000,19-1-6,class,Watch straps
19170000,19-1-7,class,Leather articles used in machinery or mechanical appliances
19200000,19-2,group,Textile fabrics and related items
19210000,19-2-1,class,Woven fabrics
19211000,19-2-1-1,category,Synthetic woven fabrics
19211100,19-2-1-1-100,subcategory,Mixed woven fabrics
19212000,19-2-1-2,category,Woven fabrics of cotton
19212100,19-2-1-2-100,subcategory,Ticking
19212200,19-2-1-2-200,subcategory,Denim
19212300,19-2-1-2-300,subcategory,Canvas
19212310,19-2-1-2-310,subcategory,Canvas items
19212400,19-2-1-2-400,subcategory,Poplin
19212500,19-2-1-2-500,subcategory,Webbing
19212510,19-2-1-2-510,subcategory,Webbing straps
19220000,19-2-2,class,Woollen fabrics
19230000,19-2-3,class,Linen fabrics
19231000,19-2-3-1,category,Linen
19240000,19-2-4,class,Special fabrics
19241000,19-2-4-1,category,Pile
19242000,19-2-4-2,category,Terry towelling
19243000,19-2-4-3,category,Upholstery fabrics
19244000,19-2-4-4,category,Curtain fabrics
19245000,19-2-4-5,category,Lining fabrics
19250000,19-2-5,class,Knitted or crocheted fabrics
19251000,19-2-5-1,category,Knitted fabrics
19251100,19-2-5-1-100,subcategory,Pile fabrics
19252000,19-2-5-2,category,Crocheted fabrics
19260000,19-2-6,class,Cloth
19270000,19-2-7,class,Non-woven fabrics
19280000,19-2-8,class,"Animal wool, hides and skins"
19281000,19-2-8-1,category,Wool
19282000,19-2-8-2,category,Animal skins
19283000,19-2-8-3,category,Bird skins and feathers
19400000,19-4,group,Textile yarn and thread
19410000,19-4-1,class,Natural textile fibres
19420000,19-4-2,class,Artificial textile fibres
19430000,19-4-3,class,Textile yarn and thread of natural fibres
19431000,19-4-3-1,category,Silk yarn
19432000,19-4-3-2,category,Wool yarn
19433000,19-4-3-3,category,Cotton yarn
19434000,19-4-3-4,category,Flax yarn
19435000,19-4-3-5,category,Sewing thread and yarn of natural fibres
19435100,19-4-3-5-100,subcategory,Sewing thread
19435200,19-4-3-5-200,subcategory,Knitting yarn
19436000,19-4-3-6,category,Vegetable textile-fibre yarn
19440000,19-4-4,class,Synthetic yarn or thread
19441000,19-4-4-1,category,Synthetic yarn
19442000,19-4-4-2,category,Synthetic thread
19442100,19-4-4-2-100,subcategory,Synthetic sewing thread
19442200,19-4-4-2-200,subcategory,Synthetic knitting yarn
19500000,19-5,group,Rubber and plastic materials
19510000,19-5-1,class,Rubber products
19511000,19-5-1-1,category,"Rubber inner tubes, treads and flaps"
19511100,19-5-1-1-100,subcategory,Tyre flaps
19511200,19-5-1-1-200,subcategory,Inner tubes
19511300,19-5-1-1-300,subcategory,Tyre treads
19512000,19-5-1-2,category,Unvulcanised rubber articles
19513000,19-5-1-3,category,Rubberised textile fabrics
19513100,19-5-1-3-100,subcategory,Tyre-cord fabric
19513200,19-5-1-3-200,subcategory,Adhesive tape of rubberised textiles
19514000,19-5-1-4,category,Reclaimed rubber
19520000,19-5-2,class,Plastic products
19521000,19-5-2-1,category,Polystyrene products
19521100,19-5-2-1-100,subcategory,Polystyrene sheeting
19521200,19-5-2-1-200,subcategory,Polystyrene slabs
19522000,19-5-2-2,category,Resins
19522100,19-5-2-2-100,subcategory,Epoxy resin
19522110,19-5-2-2-110,subcategory,Epoxy-resin tubing
19600000,19-6,group,"Leather, textile, rubber and plastic waste"
19610000,19-6-1,class,Leather waste
19620000,19-6-2,class,Textile waste
19630000,19-6-3,class,Rubber waste
19640000,19-6-4,class,Polythene waste and refuse sacks and bags
19700000,19-7,group,Synthetic rubber and fibres
19710000,19-7-1,class,Synthetic rubber
19720000,19-7-2,class,Synthetic fibres
19721000,19-7-2-1,category,Synthetic filament tow
19722000,19-7-2-2,category,High-tenacity yarn
19723000,19-7-2-3,category,Single textured yarn
19724000,19-7-2-4,category,Synthetic monofilament
19730000,19-7-3,class,Artificial fibres
19731000,19-7-3-1,category,Artificial staple fibres
19732000,19-7-3-2,category,Polypropylene
19733000,19-7-3-3,category,Artificial textured yarn
22000000,22,division,Printed matter and related products
22100000,22-1,group,"Printed books, brochures and leaflets"
22110000,22-1-1,class,Printed books
22111000,22-1-1-1,category,School books
22112000,22-1-1-2,category,Textbooks
22113000,22-1-1-3,category,Library books
22114000,22-1-1-4,category,"Dictionaries, maps, music books and other books"
22114100,22-1-1-4-100,subcategory,Dictionaries
22114200,22-1-1-4-200,subcategory,Atlases
22114300,22-1-1-4-300,subcategory,Maps
22114310,22-1-1-4-310,subcategory,Cadastral maps
22114311,22-1-1-4-311,subcategory,Blueprints
22114400,22-1-1-4-400,subcategory,Printed music
22114500,22-1-1-4-500,subcategory,Encyclopaedias
22120000,22-1-2,class,Publications
22121000,22-1-2-1,category,Technical publications
22130000,22-1-3,class,Directories
22140000,22-1-4,class,Leaflets
22150000,22-1-5,class,Brochures
22160000,22-1-6,class,Booklets
22200000,22-2,group,"Newspapers, journals, periodicals and magazines"
22210000,22-2-1,class,Newspapers
22211000,22-2-1-1,category,Journals
22211100,22-2-1-1-100,subcategory,Official journals
22212000,22-2-1-2,category,Periodicals
22212100,22-2-1-2-100,subcategory,Serials
22213000,22-2-1-3,category,Magazines
22300000,22-3,group,"Postcards, greeting cards and other printed matter"
22310000,22-3-1,class,Postcards
22312000,22-3-1-2,category,Pictures
22313000,22-3-1-3,category,Transfers
22314000,22-3-1-4,category,Designs
22315000,22-3-1-5,category,Photographs
22320000,22-3-2,class,Greeting cards
22321000,22-3-2-1,category,Christmas cards
22400000,22-4,group,"Stamps, cheque forms, banknotes, stock certificates, trade advertising material, catalogues and manuals"
22410000,22-4-1,class,Stamps
22411000,22-4-1-1,category,Christmas stamps
22412000,22-4-1-2,category,New stamps
22413000,22-4-1-3,category,Savings stamps
22414000,22-4-1-4,category,Mail stamp holders
22420000,22-4-2,class,Stamp-impressed paper
22430000,22-4-3,class,Banknotes
22440000,22-4-4,class,Cheque forms
22450000,22-4-5,class,Security-type printed matter
22451000,22-4-5-1,category,Passports
22452000,22-4-5-2,category,Postal orders
22453000,22-4-5-3,category,Car-tax discs
22454000,22-4-5-4,category,Driving licences
22455000,22-4-5-5,category,ID cards
22455100,22-4-5-5-100,subcategory,Identity bracelet
22456000,22-4-5-6,category,Permits
22457000,22-4-5-7,category,Entrance cards
22458000,22-4-5-8,category,Bespoke printed matter
22459000,22-4-5-9,category,Tickets
22459100,22-4-5-9-100,subcategory,Advertising stickers and strips
22460000,22-4-6,class,"Trade-advertising material, commercial catalogues and manuals"
22461000,22-4-6-1,category,Catalogues
22461100,22-4-6-1-100,subcategory,List holders
22462000,22-4-6-2,category,Advertising material
22470000,22-4-7,class,Manuals
22471000,22-4-7-1,category,Computer manuals
22472000,22-4-7-2,category,Instruction manuals
22473000,22-4-7-3,category,Technical manuals
22500000,22-5,group,Printing plates or cylinders or other media for use in printing
22510000,22-5-1,class,Offset plates
22520000,22-5-2,class,Dry-etching equipment
22521000,22-5-2-1,category,Embossing equipment
22600000,22-6,group,Ink
22610000,22-6-1,class,Printing ink
22611000,22-6-1-1,category,Intaglio ink
22612000,22-6-1-2,category,India ink
22800000,22-8,group,"Paper or paperboard registers, account books, binders, forms and other articles of printed stationery"
22810000,22-8-1,class,Paper or paperboard registers
22813000,22-8-1-3,category,Account books
22814000,22-8-1-4,category,Receipt books
22815000,22-8-1-5,category,Notebooks
22816000,22-8-1-6,category,Pads
22816100,22-8-1-6-100,subcategory,Note pads
22816200,22-8-1-6-200,subcategory,Shorthand notebook
22816300,22-8-1-6-300,subcategory,Sticky-note pads
22817000,22-8-1-7,category,Diaries or personal organisers
22819000,22-8-1-9,category,Address books
22820000,22-8-2,class,Forms
22821000,22-8-2-1,category,Electoral forms
22822000,22-8-2-2,category,Business forms
22822100,22-8-2-2-100,subcategory,Continuous business forms
22822200,22-8-2-2-200,subcategory,Non-continuous business forms
22830000,22-8-3,class,Exercise books
22831000,22-8-3-1,category,Refills for school notebooks
22832000,22-8-3-2,category,Exercise papers
22840000,22-8-4,class,Albums for samples
22841000,22-8-4-1,category,Collection albums
22841100,22-8-4-1-100,subcategory,Stamp books
22841200,22-8-4-1-200,subcategory,Philatelic binders
22850000,22-8-5,class,Binders and related accessories
22851000,22-8-5-1,category,Binders
22852000,22-8-5-2,category,Folders
22852100,22-8-5-2-100,subcategory,File covers
22853000,22-8-5-3,category,File holders
22900000,22-9,group,Miscellaneous printed matter
22990000,22-9-9,class,"Newsprint, handmade paper and other uncoated paper or paperboard for graphic purposes"
22991000,22-9-9-1,category,Paper for newsprint
22992000,22-9-9-2,category,Hand-made paper or paperboard
22993000,22-9-9-3,category,"Photosensitive, heat-sensitive or thermographic paper and paperboard"
22993100,22-9-9-3-100,subcategory,Photosensitive paper or paperboard
22993200,22-9-9-3-200,subcategory,Heat-sensitive paper or paperboard
22993300,22-9-9-3-300,subcategory,Thermographic paper or paperboard
22993400,22-9-9-3-400,subcategory,Corrugated paper or paperboard
24000000,24,division,Chemical products
24100000,24-1,group,Gases
24110000,24-1-1,class,Industrial gases
24111000,24-1-1-1,category,"Hydrogen, argon, rare gases, nitrogen and oxygen"
24111100,24-1-1-1-100,subcategory,Argon
24111200,24-1-1-1-200,subcategory,Rare gases
24111300,24-1-1-1-300,subcategory,Helium
24111400,24-1-1-1-400,subcategory,Neon
24111500,24-1-1-1-500,subcategory,Medical gases
24111600,24-1-1-1-600,subcategory,Hydrogen
24111700,24-1-1-1-700,subcategory,Nitrogen
24111800,24-1-1-1-800,subcategory,Liquid nitrogen
24111900,24-1-1-1-900,subcategory,Oxygen
24112000,24-1-1-2,category,Inorganic oxygen compounds
24112100,24-1-1-2-100,subcategory,Carbon dioxide
24112200,24-1-1-2-200,subcategory,Nitrogen oxides
24112300,24-1-1-2-300,subcategory,Gaseous inorganic oxygen compounds
24113000,24-1-1-3,category,Liquid and compressed air
24113100,24-1-1-3-100,subcategory,Liquid air
24113200,24-1-1-3-200,subcategory,Compressed air
24200000,24-2,group,Dyes and pigments
24210000,24-2-1,class,"Oxides, peroxides and hydroxides"
24211000,24-2-1-1,category,"Zinc oxide and peroxide, titanium oxide, dyes and pigments"
24211100,24-2-1-1-100,subcategory,Zinc oxide
24211200,24-2-1-1-200,subcategory,Zinc peroxide
24211300,24-2-1-1-300,subcategory,Titanium oxide
24212000,24-2-1-2,category,"Chromium, manganese, magnesium, lead and copper oxides and hydroxides"
24212100,24-2-1-2-100,subcategory,Chromium oxide
24212200,24-2-1-2-200,subcategory,Manganese oxide
24212300,24-2-1-2-300,subcategory,Lead oxide
24212400,24-2-1-2-400,subcategory,Copper oxide
24212500,24-2-1-2-500,subcategory,Magnesium oxide
24212600,24-2-1-2-600,subcategory,Hydroxides for dyes and pigments
24212610,24-2-1-2-610,subcategory,Chromium hydroxide
24212620,24-2-1-2-620,subcategory,Manganese hydroxide
24212630,24-2-1-2-630,subcategory,Lead hydroxide
24212640,24-2-1-2-640,subcategory,Copper hydroxide
24212650,24-2-1-2-650,subcategory,Magnesium hydroxide
24213000,24-2-1-3,category,Hydrated lime
24220000,24-2-2,class,"Tanning extracts, dyeing extracts, tannins and colouring matter"
24221000,24-2-2-1,category,Dyeing extracts
24222000,24-2-2-2,category,Tanning extracts
24223000,24-2-2-3,category,Tannins
24224000,24-2-2-4,category,Colouring matter
24225000,24-2-2-5,category,Tanning preparations
24300000,24-3,group,Basic inorganic and organic chemicals
24310000,24-3-1,class,Basic inorganic chemicals
24311000,24-3-1-1,category,"Chemical elements, inorganic acids and compounds"
24311100,24-3-1-1-100,subcategory,Metalloids
24311110,24-3-1-1-110,subcategory,Phosphides
24311120,24-3-1-1-120,subcategory,Carbides
24311130,24-3-1-1-130,subcategory,Hydrides
24311140,24-3-1-1-140,subcategory,Nitrides
24311150,24-3-1-1-150,subcategory,Azides
24311160,24-3-1-1-160,subcategory,Silicides
24311170,24-3-1-1-170,subcategory,Borides
24311180,24-3-1-1-180,subcategory,Refined sulphur
24311200,24-3-1-1-200,subcategory,Halogen
24311300,24-3-1-1-300,subcategory,Alkali metals
24311310,24-3-1-1-310,subcategory,Mercury
24311400,24-3-1-1-400,subcategory,"Hydrogen chloride, inorganic acids, silicon dioxide and sulphur dioxide"
24311410,24-3-1-1-410,subcategory,Inorganic acids
24311411,24-3-1-1-411,subcategory,Sulphuric acid
24311420,24-3-1-1-420,subcategory,Phosphoric acid
24311430,24-3-1-1-430,subcategory,Polyphosphoric acids
24311440,24-3-1-1-440,subcategory,Hexafluorosilicic acid
24311450,24-3-1-1-450,subcategory,Sulphur dioxide
24311460,24-3-1-1-460,subcategory,Silicon dioxide
24311470,24-3-1-1-470,subcategory,Hydrogen chloride
24311500,24-3-1-1-500,subcategory,Hydroxides as basic inorganic chemicals
24311510,24-3-1-1-510,subcategory,Metal oxides
24311511,24-3-1-1-511,subcategory,Iron pyrites and iron oxides
24311520,24-3-1-1-520,subcategory,Sodium hydroxide
24311521,24-3-1-1-521,subcategory,Caustic soda
24311522,24-3-1-1-522,subcategory,Liquid soda
24311600,24-3-1-1-600,subcategory,Sulphur compounds
24311700,24-3-1-1-700,subcategory,Sulphur
24311800,24-3-1-1-800,subcategory,Carbon
24311900,24-3-1-1-900,subcategory,Chlorine
24312000,24-3-1-2,category,"Metallic halogenates; hypochlorites, chlorates and perchlorates"
24312100,24-3-1-2-100,subcategory,Metallic halogenates
24312110,24-3-1-2-110,subcategory,Sodium hexafluorosilicate
24312120,24-3-1-2-120,subcategory,Chlorides
24312121,24-3-1-2-121,subcategory,Aluminium chloride
24312122,24-3-1-2-122,subcategory,Ferric chloride
24312123,24-3-1-2-123,subcategory,Poly aluminium chloride
24312130,24-3-1-2-130,subcategory,Aluminium chlorohydrate
24312200,24-3-1-2-200,subcategory,Hypochlorites and chlorates
24312210,24-3-1-2-210,subcategory,Sodium chlorite
24312220,24-3-1-2-220,subcategory,Sodium hypochlorite
24313000,24-3-1-3,category,"Sulphides, sulphates; nitrates, phosphates and carbonates"
24313100,24-3-1-3-100,subcategory,"Sulphides, sulphites and sulphates"
24313110,24-3-1-3-110,subcategory,Miscellaneous sulphides
24313111,24-3-1-3-111,subcategory,Hydrogen sulphide
24313112,24-3-1-3-112,subcategory,Polysulphides
24313120,24-3-1-3-120,subcategory,Sulphates
24313121,24-3-1-3-121,subcategory,Sodium thiosulphate
24313122,24-3-1-3-122,subcategory,Ferric sulphate
24313123,24-3-1-3-123,subcategory,Sulphate of aluminium
24313124,24-3-1-3-124,subcategory,Sodium sulphate
24313125,24-3-1-3-125,subcategory,Iron sulphate
24313126,24-3-1-3-126,subcategory,Copper sulphate
24313200,24-3-1-3-200,subcategory,"Phosphinates, phosphonates, phosphates and polyphosphates"
24313210,24-3-1-3-210,subcategory,Sodium hexametaphosphate
24313220,24-3-1-3-220,subcategory,Phosphates
24313300,24-3-1-3-300,subcategory,Carbonates
24313310,24-3-1-3-310,subcategory,Sodium carbonate
24313320,24-3-1-3-320,subcategory,Sodium bicarbonate
24313400,24-3-1-3-400,subcategory,Nitrates
24314000,24-3-1-4,category,Miscellaneous metal acid salts
24314100,24-3-1-4-100,subcategory,Potassium permanganate
24314200,24-3-1-4-200,subcategory,Oxometallic acid salts
24315000,24-3-1-5,category,Miscellaneous inorganic chemicals
24315100,24-3-1-5-100,subcategory,"Heavy water, other isotopes and their compounds"
24315200,24-3-1-5-200,subcategory,"Cyanide, cyanide oxide, fulminates, cyanates, silicates, borates, perborates, salts of inorganic acids"
24315210,24-3-1-5-210,subcategory,Cyanides
24315220,24-3-1-5-220,subcategory,Cyanide oxide
24315230,24-3-1-5-230,subcategory,Fulminates
24315240,24-3-1-5-240,subcategory,Cyanates
24315300,24-3-1-5-300,subcategory,Hydrogen peroxide
24315400,24-3-1-5-400,subcategory,Piezo-electric quartz
24315500,24-3-1-5-500,subcategory,Compounds of rare earth metals
24315600,24-3-1-5-600,subcategory,Silicates
24315610,24-3-1-5-610,subcategory,Sodium silicate
24315700,24-3-1-5-700,subcategory,Borates and perborates
24316000,24-3-1-6,category,Distilled water
24317000,24-3-1-7,category,Synthetic stones
24317100,24-3-1-7-100,subcategory,Synthetic precious stones
24317200,24-3-1-7-200,subcategory,Synthetic semi-precious stones
24320000,24-3-2,class,Basic organic chemicals
24321000,24-3-2-1,category,Hydrocarbons
24321100,24-3-2-1-100,subcategory,Saturated hydrocarbons
24321110,24-3-2-1-110,subcategory,Saturated acyclic hydrocarbons
24321111,24-3-2-1-111,subcategory,Methane
24321112,24-3-2-1-112,subcategory,Ethylene
24321113,24-3-2-1-113,subcategory,Propene
24321114,24-3-2-1-114,subcategory,Butene
24321115,24-3-2-1-115,subcategory,Acetylene
24321120,24-3-2-1-120,subcategory,Saturated cyclic hydrocarbons
24321200,24-3-2-1-200,subcategory,Unsaturated hydrocarbons
24321210,24-3-2-1-210,subcategory,Unsaturated acyclic hydrocarbons
24321220,24-3-2-1-220,subcategory,Unsaturated cyclic hydrocarbons
24321221,24-3-2-1-221,subcategory,Benzene
24321222,24-3-2-1-222,subcategory,Toluene
24321223,24-3-2-1-223,subcategory,O-xylenes
24321224,24-3-2-1-224,subcategory,M-xylenes
24321225,24-3-2-1-225,subcategory,Styrene
24321226,24-3-2-1-226,subcategory,Ethylbenzene
24321300,24-3-2-1-300,subcategory,Other halogenated derivatives of hydrocarbons
24321310,24-3-2-1-310,subcategory,Tetrachloroethylene
24321320,24-3-2-1-320,subcategory,Carbon tetrachloride
24322000,24-3-2-2,category,"Alcohols, phenols, phenol-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; industrial fatty alcohols"
24322100,24-3-2-2-100,subcategory,Industrial fatty alcohols
24322200,24-3-2-2-200,subcategory,Monohydric alcohols
24322210,24-3-2-2-210,subcategory,Methanol
24322220,24-3-2-2-220,subcategory,Ethanol
24322300,24-3-2-2-300,subcategory,"Diols, polyalcohols and derivatives"
24322310,24-3-2-2-310,subcategory,Ethylene glycol
24322320,24-3-2-2-320,subcategory,Alcohol derivatives
24322400,24-3-2-2-400,subcategory,Phenols and derivatives
24322500,24-3-2-2-500,subcategory,Alcohol
24322510,24-3-2-2-510,subcategory,Ethyl alcohol
24323000,24-3-2-3,category,Industrial monocarboxylic fatty acids
24323100,24-3-2-3-100,subcategory,Acid oils from refining
24323200,24-3-2-3-200,subcategory,Carboxylic acids
24323210,24-3-2-3-210,subcategory,Acetic acid
24323220,24-3-2-3-220,subcategory,Peracetic acid
24323300,24-3-2-3-300,subcategory,Unsaturated monocarboxylic acids and compounds
24323310,24-3-2-3-310,subcategory,Esters of methacrylic acid
24323320,24-3-2-3-320,subcategory,Esters of acrylic acid
24323400,24-3-2-3-400,subcategory,Aromatic polycarboxylic and carboxylic acids
24324000,24-3-2-4,category,Organic compounds with nitrogen functions
24324100,24-3-2-4-100,subcategory,Amine function compounds
24324200,24-3-2-4-200,subcategory,Oxygen-function amino-compounds
24324300,24-3-2-4-300,subcategory,Ureines
24324400,24-3-2-4-400,subcategory,Compounds with nitrogen functions
24325000,24-3-2-5,category,Organo-sulphur compounds
24326000,24-3-2-6,category,"Aldehyde, ketone, organic peroxides and ethers"
24326100,24-3-2-6-100,subcategory,Aldehyde function compounds
24326200,24-3-2-6-200,subcategory,Ketone and quinone function compounds
24326300,24-3-2-6-300,subcategory,Organic peroxides
24326310,24-3-2-6-310,subcategory,Ethylene oxide
24326320,24-3-2-6-320,subcategory,Ethers
24327000,24-3-2-7,category,Miscellaneous organic chemicals
24327100,24-3-2-7-100,subcategory,Vegetable derivatives for dyeing
24327200,24-3-2-7-200,subcategory,Wood charcoal
24327300,24-3-2-7-300,subcategory,"Oils and products of the distillation of high-temperature coal tar, pitch and pitch tar"
24327310,24-3-2-7-310,subcategory,Coal tar
24327311,24-3-2-7-311,subcategory,Creosote
24327320,24-3-2-7-320,subcategory,Pitch
24327330,24-3-2-7-330,subcategory,Pitch tar
24327400,24-3-2-7-400,subcategory,Resin products
24327500,24-3-2-7-500,subcategory,Residual lyes from the manufacture of wood pulp
24400000,24-4,group,Fertilisers and nitrogen compounds
24410000,24-4-1,class,Nitrogenous fertilisers
24411000,24-4-1-1,category,Nitric acid and salts
24411100,24-4-1-1-100,subcategory,Sodium nitrate
24412000,24-4-1-2,category,Sulphonitric acids
24413000,24-4-1-3,category,Ammonia
24413100,24-4-1-3-100,subcategory,Liquid ammonia
24413200,24-4-1-3-200,subcategory,Ammonium chloride
24413300,24-4-1-3-300,subcategory,Ammonium sulphate
24420000,24-4-2,class,Phosphatic fertilisers
24421000,24-4-2-1,category,Mineral phosphatic fertilisers
24422000,24-4-2-2,category,Chemical phosphatic fertilisers
24430000,24-4-3,class,Animal or vegetal fertilisers
24440000,24-4-4,class,Miscellaneous fertilisers
24450000,24-4-5,class,Agro-chemical products
24451000,24-4-5-1,category,Pesticides
24452000,24-4-5-2,category,Insecticides
24453000,24-4-5-3,category,Herbicides
24454000,24-4-5-4,category,Plant-growth regulators
24455000,24-4-5-5,category,Disinfectants
24456000,24-4-5-6,category,Rodenticides
24457000,24-4-5-7,category,Fungicides
24500000,24-5,group,Plastics in primary forms
24510000,24-5-1,class,Primary-form polymers of ethylene
24520000,24-5-2,class,Primary-form polymers of propylene
24530000,24-5-3,class,Primary-form polymers of styrene
24540000,24-5-4,class,Primary-form of vinyl polymers
